epoch;loss;lr;mean_squared_error;val_loss;val_mean_squared_error
0;0.85185019205;0.001;0.806733931805;0.33762475597;0.337624763762
1;0.464463312861;0.001;0.438303232195;0.295522539552;0.295522545558
2;0.400828842407;0.001;0.378238120965;0.292319257611;0.292319261616
3;0.382096575121;0.001;0.360837944429;0.289115698577;0.28911570687
4;0.373378157859;0.001;0.352831367653;0.288105933019;0.288105929878
5;0.367239630812;0.001;0.347139965372;0.286876953648;0.286876955579
6;0.362005134403;0.001;0.342338079919;0.286009375067;0.286009374283
7;0.359042641604;0.001;0.339601982147;0.286425899431;0.286425896503
8;0.355555917687;0.001;0.336438970946;0.284436620416;0.284436622992
9;0.353099920572;0.001;0.334144179371;0.285988287463;0.285988292541
10;0.35149595471;0.001;0.33271919292;0.283857284224;0.283857283654
11;0.349182055766;0.001;0.330633191565;0.283726704269;0.283726705272
12;0.347655027677;0.001;0.32916811787;0.281941449298;0.281941451015
13;0.346826396016;0.001;0.328516174423;0.283301421822;0.283301415177
14;0.345521062327;0.001;0.327243738367;0.282336003647;0.282336006436
15;0.344806957025;0.001;0.326618985806;0.281225579606;0.281225578108
16;0.343813640466;0.001;0.325696576775;0.281069282995;0.281069282857
17;0.343596999538;0.001;0.325483280817;0.279752757757;0.279752757688
18;0.342579597764;0.001;0.324569512169;0.280045034578;0.280045033794
19;0.342274001407;0.001;0.324249579286;0.281211264502;0.281211264935
20;0.341368246518;0.001;0.323402022413;0.279952550426;0.279952552501
21;0.341492545523;0.001;0.323561276983;0.280781374988;0.280781375276
22;0.34074615304;0.001;0.32284289483;0.279638788521;0.279638790452
23;0.341047628151;0.001;0.323162967379;0.279601970675;0.279601977182
24;0.340303035496;0.001;0.322441096091;0.279849979895;0.279849982328
25;0.339846497639;0.001;0.32204020727;0.280938595951;0.28093859281
26;0.339640102071;0.001;0.321825229141;0.279210892712;0.279210888355
27;0.339306880081;0.001;0.321510396297;0.279294037524;0.279294035956
28;0.339160019613;0.001;0.321365815316;0.279793485277;0.279793482707
29;0.338492215238;0.001;0.320782315594;0.280787314575;0.280787317866
30;0.338950252131;0.001;0.321219119353;0.279389635454;0.279389645177
31;0.337690722504;0.001;0.320037757245;0.278160151488;0.278160153206
32;0.338026454206;0.001;0.320330547579;0.278464851807;0.278464853669
33;0.33779485133;0.001;0.320101479094;0.279929810578;0.279929810152
34;0.337983894027;0.001;0.320307799048;0.280346527591;0.280346530024
35;0.337694546594;0.001;0.32000003848;0.278660580015;0.278660584736
36;0.337269241809;0.001;0.319614151439;0.278346937558;0.278346934561
37;0.33727245521;0.001;0.319652184789;0.280933183669;0.280933184314
38;0.336336497448;0.001;0.318812676399;0.280067956496;0.280067957072
39;0.336629558406;0.001;0.319013197997;0.2788110268;0.278811024443
40;0.336752511221;0.001;0.319177773421;0.277962922225;0.277962927302
41;0.336082458582;0.001;0.318548916656;0.279920932118;0.279920930551
42;0.336411335026;0.001;0.318874371746;0.279476430611;0.279476429257
43;0.336279256955;0.001;0.318702689209;0.27998947704;0.2799894764
44;0.335636425624;0.001;0.318158832513;0.278914577021;0.278914576237
45;0.336320158751;0.001;0.318736419904;0.2799412766;0.279941276173
46;0.336000635622;0.001;0.31848159281;0.279001581842;0.279001579986
47;0.335726352322;0.001;0.318159656977;0.278374985532;0.278374987965
48;0.335736822783;0.001;0.318165907385;0.278445366049;0.278445370983
