epoch;loss;lr;mean_squared_error;val_loss;val_mean_squared_error
0;1.04746197389;0.001;0.997889545174;0.367622386973;0.367622384189
1;0.513281396784;0.001;0.484457987127;0.303948850109;0.303948853255
2;0.421869989143;0.001;0.397618246649;0.291752548424;0.291752552072
3;0.398089868306;0.001;0.375461808102;0.28939076087;0.289390762161
4;0.385897961865;0.001;0.364181204633;0.287350697269;0.287350700272
5;0.377869567532;0.001;0.356819003667;0.287744814069;0.287744815574
6;0.372819972995;0.001;0.352236336239;0.283533376753;0.2835333779
7;0.368105315558;0.001;0.34788714481;0.284894372469;0.284894378261
8;0.364678391287;0.001;0.344748564167;0.284548220858;0.284548224864
9;0.360338294517;0.001;0.340738117805;0.285737520173;0.285737522034
10;0.358177075146;0.001;0.338781845644;0.283604216976;0.283604218694
11;0.355416734368;0.001;0.336263779526;0.283426670359;0.283426667575
12;0.353527249456;0.001;0.334518861408;0.282782808957;0.282782811389
13;0.351272485567;0.001;0.332518814208;0.283461320729;0.283461320516
14;0.349769106599;0.001;0.331160360863;0.283617526421;0.283617528138
15;0.348195911822;0.001;0.32969912463;0.282564325187;0.282564321331
16;0.347026399264;0.001;0.328570968088;0.281226556285;0.281226556574
17;0.346328096275;0.001;0.328000280284;0.282985730035;0.282985729252
18;0.344869544395;0.001;0.326610083184;0.280063222018;0.280063221303
19;0.344646748714;0.001;0.326487466935;0.280082834895;0.280082838756
20;0.343842081262;0.001;0.32567808424;0.281564565879;0.281564570669
21;0.342946276891;0.001;0.324877256698;0.278971659799;0.278971657586
22;0.342723921013;0.001;0.324657691121;0.280416210975;0.280416215194
23;0.342031667166;0.001;0.324030918858;0.281319042689;0.281319044406
24;0.341937033548;0.001;0.323877402095;0.279108271303;0.27910826909
25;0.34138987465;0.001;0.323441301571;0.279338859733;0.27933885752
26;0.341283408623;0.001;0.323377162978;0.278008522682;0.278008523684
27;0.341063576677;0.001;0.323164620007;0.279365422491;0.279365420278
28;0.340429013201;0.001;0.322539356647;0.279968611869;0.279968610014
29;0.340231249418;0.001;0.322359476379;0.279841645284;0.279841645785
30;0.340050846961;0.001;0.322248467812;0.277751454842;0.277751456772
31;0.339784792784;0.001;0.322007440808;0.278170838721;0.278170838796
32;0.339439961882;0.001;0.321668326044;0.281417548619;0.281417549836
33;0.339365509423;0.001;0.321628616233;0.279044514118;0.279044514976
34;0.338824473518;0.001;0.321072969171;0.278913407943;0.278913411949
35;0.339002485516;0.001;0.321290025323;0.278106450058;0.278106447487
36;0.338671543105;0.001;0.320982314513;0.280178922042;0.280178921616
37;0.338642581736;0.001;0.320897602096;0.278441648878;0.278441648953
38;0.338372605877;0.001;0.320684676221;0.279743012334;0.279743014051
39;0.337721838144;0.001;0.320050026977;0.278673040341;0.278673043274
40;0.33797661217;0.001;0.320324115078;0.279948204979;0.27994820691
0;0.961220327143;0.001;0.915038686902;0.382942885068;0.382942891148
1;0.502729422902;0.001;0.475112104279;0.332803825663;0.332803823092
2;0.426932337209;0.001;0.402186252315;0.320650797044;0.320650803193
3;0.404863663009;0.001;0.38117600694;0.317507823609;0.31750782211
4;0.394767982643;0.001;0.371837459759;0.316295191118;0.316295191193
5;0.389555977454;0.001;0.366945559991;0.315901795707;0.315901796854
6;0.385003772601;0.001;0.362661530839;0.317532596317;0.317532597464
